# Bengali Bi-gram Next-Word Dataset (Antecedent -> Predicted Next Words)
অ	রিলেশনাল,বিভাগীয়,বিষাক্ত,চৌম্বকীয়,আ
স্মিথ	এবং,নামে,দ্বারা,একজন,তার
স্মিথকে	এশিয়া,আন্তরিকভাবে,মঞ্চে,যে,অনুসরণ
স্মিথসোনিয়ান	মিউজিয়ামগুলি,ন্যাশনাল,ইনস্টিটিউশন,ইন্সটিটিউশনের
স্মিথের	সাথে,নতুন,মৃত্যুতে,জন্য,বিরুদ্ধে
স্মিয়াথন	যিনি,ও,সোসাইটি
স্মুদি	তৈরি,উপভোগ,রেসিপি,ঢালা,তৈরির
স্মুদিটি	আরও,একটি,ভিটামিন
স্মুদিতে	ফল,যে,ব্যবহার,যোগ
স্মুদির	জন্য,স্বাদ,পুরুত্ব
স্মৃতি	তৈরি,এবং,থেকে,লালন,ক্যাপচার
স্মৃতিকথা	বা,লিখুন,সহ,লেখক
স্মৃতিকে	শক্তিশালী,আরও,দীর্ঘমেয়াদী,সতেজ,আমি
স্মৃতিগুলি	তৈরি,ভাগ,তিনি,আপনার,আমরা
স্মৃতিগুলিকে	ধরে,উপস্থাপন,ট্রিগার,ক্যাপচার
স্মৃতিগুলো	মুছে,এখনো,বারবার,বেড়ে
স্মৃতিচারণ	করা,দিয়ে,করতে
স্মৃতিচিহ্ন	রয়েছে,তৈরি,এবং,দিয়ে,হিসেবে
স্মৃতিতে	ভরা,সংরক্ষণ,পূর্ণ,ধূমপানের,জমা
স্মৃতিবিজড়িত	বাক্য,বলে
স্মৃতিবিদ্যা	তৈরি,হল,আপনাকে
স্মৃতির	যন্ত্র,জন্য,সাথে,মাধ্যমে,কথা
স্মৃতিরক্ষা	দিন,করা
স্মৃতিশক্তি	এবং,উন্নত,হারিয়ে,তত,হ্রাস
স্মৃতিশক্তিকে	প্রভাবিত
স্মৃতিশক্তির	উপর,যন্ত্র,মতো
স্মৃতিসৌধ	পরিদর্শন,রাজ,রয়েছে,ইত্যাদি,স্বাধীনতা
স্মৃতিসৌধের	রাস্তা,প্রতিকৃতির
স্মৃতিস্তম্ভ	এবং,যা,হিসেবে,এটি
স্মৃতিস্তম্ভগুলি	নির্মাণের,পরিচালনা,এই
স্মৃতিস্তম্ভগুলির	মধ্যে
স্মোক	জিরো,ডিটেক্টর,অ্যালার্ম,করা
স্মোকড	পেপারিকা,মিট
স্মোকি	মাউন্টেন,স্বাদের
স্যফ্রন	প্রশংসা,মনেকরেন
স্যভান্তে	আরহেনিয়াস
স্যর	এবং,এর
স্যাঁতসেঁতে	এবং,এলাকায়ও,মাটি,ঘাসের,অবস্থায়ও
স্যাক্সন	রাজ্যগুলিতে,রাজ্যগুলির,সাহিত্য,এবং,ইংল্যান্ডে
স্যাক্সনি	রাজ্যে,সরকারের
স্যাক্সোফোন	এবং,বা,বাদক
স্যাচুরেটেড	ফ্যাট,এবং,ফ্যাটের,চর্বিযুক্ত,ফ্যাটযুক্ত
স্যাচুরেশন	পয়েন্ট,সামঞ্জস্য,এবং,স্তরগুলিকে
স্যাটায়ার	এবং
স্যাটেলাইট	ইমেজ,টেলিভিশন,ইন্টারনেট,টিভি,চিত্র
স্যাটেলাইটে	সংযোগ,বিটিভি
স্যাটেলাইটের	নাম,সঙ্গে,সংখ্যা,ইন্টারনেট,মাধ্যমে
স্যান	ডিয়েগো,ফ্রান্সিসকো,জনগোষ্ঠী,সমাজে,সেবাস্টিয়ানে
স্যানিটাইজ	করুন,করুন৷,করা
স্যানিটাইজার	ব্যবহার,এবং,রাখুন
স্যানিটারি	ন্যাপকিনকে,ইন্সপেক্টর
স্যানিটেশন	এবং,ব্যবস্থা,মানবাধিকার,পাওয়ার,অ্যাক্সেস
স্যানিটেশনের	অ্যাক্সেস,প্রাপ্যতা,মাধ্যমে,অ্যাক্সেসের
স্যান্ড	এবং,রেকোনার,টিউনস,রকনার
স্যান্ডউইচ	তৈরি,তৈরির,এবং,উপভোগ,হয়ে
স্যান্ডউইচটি	অর্ধেক,বন্ধ,ক্ষুধার্তভাবে,সাবধানে,স্বাস্থ্যকর
স্যান্ডউইচে	আরও,আর্দ্রতা,অন্যান্য
স্যান্ডউইচের	জন্য,উপরে,স্বাদ,একটি,নাম
স্যান্ডবক্সের	মধ্যে,মতো
স্যান্ডবার্গ	দ্বারা,এবং,তার
স্যান্ডশেল	ফিয়েন্ড
স্যান্ডার্স	রাজ্যে,তার
স্যান্ডি	হুক,কিউবার
স্যান্ডেল	এবং,পরুন,আদর্শ,সঙ্গে,প্যাক
স্যান্ড্রো	বোটিসেলি,বোটিসেলির
স্যাবল	দ্বীপের,অফশোর
স্যাভেজ	এবং,অনুসারে
স্যাভেন	হেডিনের
স্যাম	তার,নামে,দ্য,বড়,যখন
স্যামকে	ধন্যবাদ,ভয়,পরিচয়
স্যামন	এবং,ফিললেট,পরিবেশনে,ফাইলেট,ফ্লেক্স
স্যামনের	উপরে,সাথে
স্যামপসন	এবং
স্যামি	তার,ছিল,দিনের,নামের,খাবারের
স্যামুয়েল	ক্লেমেন্স,টেলর,প্রথম,এবং,রিচার্ডসন
স্যামের	সারা,হৃদয়,গল্প
স্যাম্পল	অ্যারেকে,ভাইটাল
স্যার	সেড্রিক,আর্থার,সেড্রিককে,সেড্রিকের,আইজ্যাক
স্যালি	এবং,দ্রুত,হেইসের,রিড
স্যালিঙ্গার	দ্য,জানুয়ারী
স্যালিঞ্জার	ছিলেন,একজন,তার
স্যালিঞ্জারের	একটি,লেখা,দ্য,প্রাণবন্ত,চিত্রায়নটি
স্যালিসিলিক	অ্যাসিড,এসিড
স্যালো	রিচার্ডস,রিচার্ডসকে
স্যু	সাহসী,স্মিথ
স্যুইচ	করুন,করা,করতে,করার,করে
স্যুইট	টির,শার্টসে
স্যুট	বা,রয়েছে,অন্তর্ভুক্ত,এবং,তৈরি
স্যুটকে	বিভিন্ন,আলাদা
স্যুটকেস	এবং,খুঁজে,ভর্তি,তার,গুছিয়ে
স্যুটকেসটি	বিমানে,রিপোর্ট
স্যুটকেসে	ভাঁজ,সীমিত
স্যুটে	দক্ষতা,বিভক্ত,ঠিক,কার্ড,ওয়ার্ড
স্যুটের	অ্যাপ্লিকেশনগুলির,নীচে,একটি,সাথে,ফাইল
স্যুপ	উপভোগ,যা,স্থানান্তর,এবং,গরম
স্যুপটি	পাত্রে,আঁচে,প্যানে,বাটিতে,একটি
স্যুপটিকে	একটি,ফুটিয়ে,প্রায়
স্যুপে	জেস্ট,বা,ব্যবহৃত
স্যুপের	একটি,স্বাদ,জন্য,অতিরিক্ত,বত্রিশটি
স্যুভেনির	হিসাবে,কিনুন,দিয়ে,লোভনীয়,কেনাকাটা
স্রষ্টা	এবং,বা,যা,হওয়ার,নিকোলাস
স্রষ্টাকে	ফিরিয়ে,তার
